Nom_Table;Libellé_Table;Nom_Variable;Type;Longueur;Libellé_Variable;Variables de  jointure;Année_Présence;Année_Suppression;Observations;règle de gestion;Concepts;Année_présence table;Année_suppression_table;sensible_medical
T_RIPaaRSA;Résumé par séquence;AGE_JOU;Numérique;0;Age du patient en jours pour les enfants de moins d'un an;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;COD_SEX;Caractère;1;Sexe du patient;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;BDI_COD;Caractère;5;Code géographique de résidence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;BDI_DEP;Caractère;2;Code département de résidence;;2007;;Variable créée par CNAMTS;;;2007;;
T_RIPaaRSA;Résumé par séquence;FOR_ACT;Caractère;2;Forme d'activité;;2012;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;RIP_NUM;Caractère;6;N° séquentiel de séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;ENT_MOD;Caractère;1;Mode d'entrée de séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;ENT_PRV;Caractère;1;Provenance;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SOR_MOD;Caractère;1;Mode de sortie de séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SOR_DES;Caractère;1;Destination;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEC_NUM;Caractère;5;N°de secteur ou de dispositif intersectoriel;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;MOD_SOI;Caractère;1;Mode légal de soins;;2012;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_IND;Caractère;1;Indicateur de séquence correspondant à une sortie d’essai;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_SEQ_NUM;Caractère;3;N° séquentiel de séquence au sein du séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;DEL_DAT;Numérique;0;Délai entre la date de début de la séquence et la date d'entrée du séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_PRE_IND;Caractère;1;Indicateur de première séquence du séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_DER_IND;Caractère;1;Indicateur de dernière séquence du séjour;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_FIN_MOI;Caractère;2;Mois de la date de fin de séquence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_FIN_ANN;Caractère;4;Année de la date de fin de séquence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SEQ_COU_NBJ;Numérique;0;Nombre de jours couverts par la séquence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;PRE_JOU_NBJ;Numérique;0;Nombre de jours de présence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;PRE_DEM_JOU_NBJ;Numérique;0;Nombre de demi-journées de présence;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;THE_ISO_NBJ;Numérique;0;Nombre de jours d’isolement thérapeutique;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_HAB;Caractère;1;Score pour la dépendance pour l’habillage (AVQ);;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_DPL;Caractère;1;Score pour la dépendance pour le déplacement/Locomotion (AVQ);;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_ALI;Caractère;1;Score pour la dépendance pour l’alimentation (AVQ);;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_CON;Caractère;1;Score pour la dépendance pour la continence (AVQ);;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_CPT;Caractère;1;Score pour la dépendance pour le comportement (AVQ);;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;SCO_DEP_COM;Caractère;1;Score dépendance communication (AVQ);;2012;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;THE_MS_IND;Caractère;1;Indicateur d’accompagnement thérapeutique en milieu scolaire;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;ANO_IND;Caractère;1;Indicateur d'anomalie;;2012;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;TYP_GEN_RSA;Caractère;1;Type de génération automatique du RPSA;;2015;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;DGN_PAL;Caractère;6;Diagnostic principal ou motif de prise en charge principale;;2007;;;;;2007;;
T_RIPaaRSA;Résumé par séquence;NBR_DGN;Numérique;0;Nombre de diagnostics et facteurs associés;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;ETA_NUM_TWO;Caractère;9;Second n° FINESS;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;IPP_IRR_CRY;Caractère;16;Cryptage irreversible de l'IPP;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;SEJ_IDT;Caractère;5;Identifiant de séjour;;2011;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;RIP_NUM;Caractère;6;N° séquentiel de séjour;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;SEQ_SEQ_NUM;Caractère;3;N° séquentiel de séquence au sein du séjour;;2007;;;;;2007;;
T_RIPaaRSAD;Diagnostic associé à la séquence;ASS_DGN;Caractère;6;Diagnostics et facteurs associés;;2007;;;;;2007;;
T_RIPaaC;chainage;ETA_NUM_EPMSI;Caractère;9;FINESS d’inscription e-PMSI;;2007;;;;;2007;;
T_RIPaaC;chainage;ETA_NUM_TWO;Caractère;9;Second n° FINESS;;2007;;;;;2007;;
T_RIPaaC;chainage;FOR_NUM;Caractère;3;N° format;;2009;;;;;2007;;
T_RIPaaC;chainage;FOR_NUM_HOSP;Caractère;3;N° format VID-HOSP;;2009;;;;;2007;;
T_RIPaaC;chainage;ENT_MOI;Caractère;2;Mois de la date d'entrée du séjour;;2010;;Renommée (ancien nom : SOR_MOI);;;2007;;
T_RIPaaC;chainage;ENT_ANN;Caractère;4;Année de la date d'entrée du séjour;;2010;;Renommée (ancien nom : SOR_ANN);;;2007;;
T_RIPaaC;chainage;NIR_RET;Caractère;1;Code retour contrôle « n° sécurité sociale »;;2007;;;;;2007;;
T_RIPaaC;chainage;NAI_RET;Caractère;1;Code retour contrôle « date de  naissance »;;2007;;;;;2007;;
T_RIPaaC;chainage;SEX_RET;Caractère;1;Code retour contrôle « sexe »;;2007;;;;;2007;;
T_RIPaaC;chainage;SEJ_RET;Caractère;1;Code retour contrôle « n° d’identification administratif de séjour »;;2007;;;;;2007;;
T_RIPaaC;chainage;FHO_RET;Caractère;1;Code retour « fusion ANO-HOSP et HOSP-PMSI »;;2007;;;;;2007;;
T_RIPaaC;chainage;PMS_RET;Caractère;1;Code retour « fusion ANO-PMSI et fichier PMSI »;;2007;;;;;2007;;
T_RIPaaC;chainage;DAT_RET;Caractère;1;Code retour contrôle « date de référence» (date d’entrée du séjour);;2007;;;;;2007;;
T_RIPaaC;chainage;COH_NAI_RET;Caractère;1;Code retour contrôle « Cohérence date naissance »;;2013;;;;;2007;;
T_RIPaaC;chainage;COH_SEX_RET;Caractère;1;Code retour contrôle « Cohérence sexe »;;2013;;;;;2007;;
T_RIPaaC;chainage;NIR_ANO_17;Caractère;17;N° anonyme;;2007;;;;;2007;;
T_RIPaaC;chainage;SEJ_NUM;Caractère;5;N° de séjour;;2007;;;;;2007;;
T_RIPaaC;chainage;RIP_NUM;Caractère;6;N° séquentiel dans fichier PMSI;;2007;;;;;2007;;
T_RIPaaC;chainage;ENT_DAT;Caractère;8;Date d'entrée;;2009;;;;;2007;;
T_RIPaaC;chainage;SOR_DAT;Caractère;8;Date de sortie;;2009;;;;;2007;;
T_RIPaaC;chainage;EXE_SOI_DTD;FAUX;0;date d'entrée;;2009;;;;;2007;;
T_RIPaaC;chainage;EXE_SOI_DTF;FAUX;0;date de sortie;;2009;;;;;2007;;
T_RIPaaC;chainage;EXE_SOI_AMD;Caractère;6;Date d'entrée au format année + mois;;2009;;Variable créée par CNAMTS;;;2007;;
T_RIPaaC;chainage;EXE_SOI_AMF;Caractère;6;Date de sortie au format année + mois;;2009;;Variable créée par CNAMTS;;;2007;;
T_RIPaaC;chainage;NUM_DAT_AT_RET;Caractère;1;"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""";;2015;;;;;2007;;
T_RIPaaC;chainage;ORG_CPL_NUM_RET;Caractère;1;"Code retour contrôle "" N° d’organisme complémentaire""";;2015;;;;;2007;;
T_RIPaaC;chainage;NUM_DAT_AT;Caractère;9;Numéro accident du travail ou date d’accident de droit commun;;2015;;;;;2007;;
T_RIPaaC;chainage;ORG_CPL_NUM;Caractère;10;N° d’organisme complémentaire;;2015;;;;;2007;;
T_RIPaaE;etablissement;ETA_NUM;Caractère;9;N°FINESS;;2007;;;;;2007;;
T_RIPaaE;etablissement;SOC_RAI;Caractère;60;Raison sociale;;2007;;;;;2007;;
T_RIPaaE;etablissement;REG_ETA;Caractère;40;Région;;2007;;;;;2007;;
T_RIPaaE;etablissement;ANN_TRT;Caractère;7;N° du trimestre PMSI transmis;;2007;;;;;2007;;
T_RIPaaE;etablissement;STA_ETA;Caractère;3;Statut de l'établissement;;2007;;;;;2007;;
T_RIPaaE;etablissement;VAL_ETA;Caractère;50;Validation des données;;2007;;;;;2007;;
T_RIPaaE;etablissement;ETB_EXE_FIN;Caractère;8;N°FINESS sans clé;;2007;;Variable créée par CNAMTS;;;2007;;
T_RIPaaSTC;Prise en charge patient pour etb DG;ETA_NUM_EPMSI;Caractère;9;N° FINESS de l'établisement;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;RIP_NUM;Caractère;6;N° séquentiel dans fichier PMSI ;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NOE_RGM_CTL;Caractère;1;Code retour contrôle « code grand régime »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;EXO_TM_CTL;Caractère;1;Code retour contrôle « code justification d’exonération du ticket modérateur » ;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;COD_PEC_CTL;Caractère;1;Code retour contrôle « code de prise en charge du forfait journalier »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NAT_ASS_CTL;Caractère;1;Code retour contrôle « nature d’assurance »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CTR_TYP_CTL;Caractère;1;Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;SEJ_FAC_CTL;Caractère;1;Code retour contrôle « séjour facturable à l’assurance maladie »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NON_FAC_AM_CTL;Caractère;1;Code retour contrôle « motif de la non facturation à l'assurance maladie »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_18E_CTL;Caractère;1;Code retour contrôle « facturation du 18 euro »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NBR_VEN_CTL;Caractère;1;Code retour contrôle « nombre de venues de la facture »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_MNT_TM_CTL;Caractère;1;Code retour contrôle « montant à facturer au titre du ticket modérateur»;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_MNT_FJ_CTL;Caractère;1;Code retour contrôle « montant à facturer au titre du forfait journalier »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;TOT_MNT_AM_CTL;Caractère;1;Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »);;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;MAJ_MNT_CTL;Caractère;1;Code retour contrôle « montant lié à la majoration au parcours de soin »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;REM_BAS_CTL;Caractère;1;Code retour contrôle « montant base remboursement »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;REM_TAU_CTL;Caractère;1;Code retour contrôle « taux de remboursement »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;BEN_CMU_CTL;Caractère;1;Code retour contrôle « Patient bénéficiaire de la CMU »;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;DAT_HOS_CTL;Caractère;1;Code retour contrôle « Identifiant anonyme d'hospitalisation »;;2013;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;TOT_MNT_AMC_CTL;Caractère;1;Code retour contrôle « Montant total du séjour remboursable pour l'AMC »;;2012;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NOE_RGM;Caractère;2;Code grand régime;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;EXO_TM;Caractère;1;Code justification d’exonération du ticket modérateur;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FJ_COD_PEC;Caractère;1;Code de prise en charge du forfait journalier ;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NAT_ASS;Caractère;2;Nature d'assurance;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CTR_TYP;Caractère;2;Type de contrat souscrit auprès d'un organisme complémentaire;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;SEJ_FAC_AM;Caractère;1;Séjour facturable à l’assurance maladie;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;NON_FAC_AM;Caractère;1;Motif de la non facturation à l'assurance maladie;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_18E;Caractère;1;Facturation du 18 euro;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_NBR_VEN;Numérique;0;Nombre de venues de la facture;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_MNT_TM;Numérique;0;Montant à facturer au titre du ticket modérateur;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;FAC_MNT_FJ;Numérique;0;Montant à facturer au titre du forfait journalier ;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;TOT_MNT_AM;Numérique;0;Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes);;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;MAJ_MNT_PS;Numérique;0;Montant lié à la majoration au parcours de soins;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;REM_BAS_MNT;Numérique;0;Montant base remboursement;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;REM_TAU;Numérique;0;Taux de remboursement;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;BEN_CMU;Caractère;1;Patient bénéficiaire de la CMU;;2011;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;DAT_HOS;Caractère;8;Identifiant anonyme d'hospitalisation;;2013;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;TOT_MNT_AMC;Numérique;0;Montant total du séjour remboursable pour l'AMC;;2012;;Attention les montants sont des montants remboursés;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;GES_COD_CTL;Caractère;1;Code retour contrôle « code gestion »;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;PA_COD_CTL;Caractère;1;Code retour contrôle « Code participation assuré »;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;ENT_NUM_CTL;Caractère;1;Code retour contrôle « N° d’entrée »;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CAI_GES_CTL;Caractère;1;Code retour contrôle « N° caisse gestionnaire » ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CENT_GES_CTL;Caractère;1;Code retour contrôle « N° centre gestionnaire » ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;GES_COD;Caractère;2;code gestion ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;PA_COD;Caractère;1;Code participation assuré ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;ENT_NUM;Caractère;9;N° d’entrée ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CAI_GES;Caractère;3;N° caisse gestionnaire ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;CENT_GES;Caractère;4;N° centre gestionnaire ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;RNG_NAI_CTL;Caractère;1;Code retour contrôle « Rang de naissance »;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;RNG_BEN_CTL;Caractère;1;Code retour contrôle « Rang du bénéficiaire »;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;RNG_NAI;Caractère;1;Rang de naissance ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;RNG_BEN;Caractère;3;Rang du bénéficiaire ;;2014;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;PEC_SOI_URG_CTL;Caractère;1;"Code retour contrôle ""Confirmation de la prise en charge dans le cadre du dispositif des soins urgents"" ";;2015;;;;;2011;;
T_RIPaaSTC;Prise en charge patient pour etb DG;PEC_SOI_URG;Caractère;1;Confirmation de la prise en charge dans le cadre du dispositif des soins urgents ;;2015;;;;;2011;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;ETA_NUM_EPMSI;Caractère;9;Numéro FINESS e-PMSI;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;FOR_NUM;Caractère;3;Numéro de version du format de SRPSA;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;ETA_NUM_TWO;Caractère;9;Numéro FINES géographique;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;RIP_NUM;Caractère;6;N° séquentiel de séjour;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;COD_SEX;Caractère;1;Sexe du patient;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SEJ_DUREE;Numérique;0;Durée couverte par les séquences;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SEJ_NBJ_CPLT;Numérique;0;Nombre de journées de présence en hospitalisation complète;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SEJ_NBJ_PARTL;Numérique;0;Nombre de journées et demies journées en hospitalisation partielle;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SEJ_FINI;Caractère;1;Indicateur de séjour terminé;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;HOS_TYP;Caractère;1;Type d'hospitalisation;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SOR_MOI;Caractère;2;Mois de la date de sortie du séjour;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SOR_ANN;Caractère;4;Année de la date de sortie du séjour;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;ENT_MOD;Caractère;1;Mode d’entrée;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;ENT_PRV;Caractère;1;Provenance;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SOR_MOD;Caractère;1;Mode de sortie;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;SOR_DES;Caractère;1;Destination;;2015;;;;;2015;;
T_RIPaaS;Synthèse du Séjour de Résumé par séquence anonymisé;TYP_GEN_RSA;Caractère;1;Type de génération automatique du RPSA;;2015;;;;;2015;;
T_RIPaaFA;debut facture;TYP_ART;Caractère;1;Type d'enregistrement;;2010;;;;;2010;;
T_RIPaaFA;debut facture;ETA_NUM_EPMSI;Caractère;9;Numéro FINESS de l’entité juridique;;2010;;;;;2010;;
T_RIPaaFA;debut facture;ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (site géographique);;2010;;;;;2010;;
T_RIPaaFA;debut facture;RIP_NUM;Caractère;6;Numéro séquentiel de séjour (idem RPSA);;2010;;;;;2010;;
T_RIPaaFA;debut facture;FAC_NUM;Caractère;3;N° séquentiel de facture;;2010;;;;;2010;;
T_RIPaaFA;debut facture;ENT_MOI;Caractère;2;Mois de la date d'entrée;;2010;;;;;2010;;
T_RIPaaFA;debut facture;ENT_ANN;Caractère;4;Année de la date d'entrée;;2010;;;;;2010;;
T_RIPaaFA;debut facture;SOR_MOI;Caractère;2;Mois de la date de sortie;;2010;;;;;2010;;
T_RIPaaFA;debut facture;SOR_ANN;Caractère;4;Année de la date de sortie;;2010;;;;;2010;;
T_RIPaaFA;debut facture;SEJ_DUR;Numérique;0;Durée (Date de sortie-date d'entrée);;2010;;;;;2010;;
T_RIPaaFA;debut facture;COD_SEX;Caractère;1;Sexe;;2010;;;;;2010;;
T_RIPaaFA;debut facture;AGE_ANN;Numérique;0;Age (en années);;2014;;;;;2010;;
T_RIPaaFA;debut facture;COD_CIV;Caractère;1;Code civilité ;;2010;;;;;2010;;
T_RIPaaFA;debut facture;RNG_BEN;Caractère;3;Rang de bénéficiaire;;2016;;;;;2010;;
T_RIPaaFA;debut facture;OPE_NAT;Caractère;1;Nature opération;;2010;;;;;2010;;
T_RIPaaFA;debut facture;NAT_ASS;Caractère;2;Nature assurance;;2010;;;;;2010;;
