Nom_Table;Libellé_Table;Nom_Variable;Type;Longueur;Libellé_Variable;Variables de  jointure;Année_Présence;Année_Suppression;Observations;règle de gestion;Concepts;Année_présence table;Année_suppression_table;sensible_medical
T_MCOaaB;Description du Séjour;BEH_NBJ;Numérique;4;Nombre de journées au-delà de la borne extrême haute;NON;2005;;"Observations 2010 : indique le nb de journées d’hospitalisation au dessus (au-delà) de la borne haute du GHS. Ce nombre correspond donc au nombre de forfaits EXH facturés en sus du GHS. Dans 98,75%=0. Va jusqu'à 2768!!
Ce nb peut avoir un impact sur la valorisation du séjour";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;CAI_SUP_NBR;Numérique;3;Nombre de suppléments caisson hyperbare;NON;2006;;Observations 2010 : 0;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;COD_SEX;Caractère;1;Sexe ;NON;2005;;"Observations 2010 : 1 :masculin; 2 : feminin";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;DEL_REG_ENT;Numérique;3;Délai de la date des dernières règles par rapport à la date d'entrée;NON;2011;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;DGN_PAL;Caractère;6;Diagnostic principal (DP) ;NON;2005;;"Observations 2010 : codage en CIM10 ; 10,4% de RSSABS correcspond uniquement à des RSA fictifs (GHM=90Z00Z)";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;DGN_REL;Caractère;6;Diagnostic relié (DR) ;NON;2005;;"Observations 2010 : codage en CIM10 ; si pas de DR alors vide";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;DOS_TYP;Caractère;1;Type de dosimétrie;NON;2009;;Observations 2010 : cf table de passage;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;ENT_MOD;Caractère;1;Mode d'entrée dans le champ du PMSI-MCO ;NON;2005;;"Observations 2010 : 10,5%=vide ce sont des RSA fictifs à supprimer - pas de valorisation.
si ENT_MOD='0' et sor_mod='0' doublons prestation interétab.";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;ENT_PRV;Caractère;1;Provenance ;NON;2005;;Observations 2010 : 84% = vide - Ce champ n'est à coder qu'en cas de mutation, transfert normal, transfert provisoire avant ou après réalisation d'un acte ou domicile comme mode d'entrée (codes 6, 7, 0 et 8);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;ETA_NUM;Caractère;9;Numéro FINESS e-PMSI;OUI;2005;;"Observations 2010 : Finess uniquement  juridiques - Tous les étab présents dans MCO10E ont transmis au moins un RSA  - présence des étab militaires - (857 ex-DG et 1177 ex-OQN ; il y a 30 étab en + : 93 nouveaux finess (dont les hôpitaux militaires : REG_ETA=""SERVICE DE SAN";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;ETE_GHS_NUM;Numérique;4;Numéro de GHS (du GHM GENRSA);NON;2005;;"
Observations 2017 : Variable créée par CNAMTS";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;EXB_NBJ;Numérique;3;Nb journées EXB;NON;2009;;"Observations 2010 : Si le séjour a une durée inférieure à la borne basse alors la valorisation du séjour sera moindre cf le pdf ""fiche_borne_basse""";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;GHS_9615_ACT;Numérique;3;Nombre d'actes menant dans le GHS 9615;NON;2009;;Observations 2010 : Aphérèses sanguines, en séances;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;GHS_HS_INNOV;Caractère;4;GHS si non prise en compte de l'innovation;;2015;;;;;2005;;
T_MCOaaB;Description du Séjour;GHS_NUM;Caractère;4;Numéro de GHS (du GHM GENRSA);NON;2005;;"Observations 2010 : le plus souvent : un GHM = un GHS ; sauf exceptions voir onglet GHM-GHS; parfois il contient par erreur des forfaits de dyalise !!! Mélange des GHM V11 et V11b.";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;GRC_GHM;Caractère;6;GHM calculé par la clinique;NON;2005;;"Observations 2010 : données issues de l'étab (il vaut mieux utiliser GRG_GHM); vble de groupage en GHM (gpe homog. de malades)";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;GRC_RET;Caractère;3;Groupage établissement Code Retour;NON;2005;;"Observations 2010 : données issues de l'étab (il vaut mieux utiliser GRG_RET); vble de groupage en GHM (gpe homog. de malades)";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;GRC_VER;Caractère;2;Groupage établissement Version classification;NON;2005;;"Observations 2010 : données issues de l'étab (il vaut mieux utiliser GRG_VER); vble de groupage en GHM (gpe homog. de malades)";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;GRG_GHM;Caractère;6;GHM calculé par le GENRSA;NON;2005;;"Observations 2010 : données issues de GENRSA: données harmonisées entre étab; vble de groupage en GHM (gpe homog. de malades); Pour connaître le GHM en V11b ou V11c  : faire une jointure avec les tables MCO10GV11b et MCO10GV11c";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;donnée médicale
T_MCOaaB;Description du Séjour;GRG_RET;Caractère;3;Code retour obtenu par GENRSA;NON;2005;;"Observations 2010 : données issues de GENRSA: données harmonisées entre étab; vble de groupage en GHM (gpe homog. de malades); 89%='000' ( 10%=""024"" mode d'entrée absent  : information bloquante! Ce sont en fait des RSA fictifs à ne pas prendre dans les études)";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;GRG_VER;Caractère;2;Groupage GENRSA :Version de la classification;NON;2005;;Observations 2010 : tjs='11' - GHM issue de la version 11 des GHM;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;INNOV_NUM;Caractère;15;Numéro d'innovation;NON;2011;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;MACH_TYP_RAD;Caractère;1;Type de machine en radiothérapie;NON;2009;;Observations 2010 : cf table de passage (9 lignes mal codée);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_ACT;Numérique;5;Nombre de zones d'actes (nA) dans ce RSA ;NON;2005;;Observations 2010 : 0;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_ACT;Numérique;5;Nombre de zones d'actes (nA) dans ce RSA ;NON;2005;;Observations 2010 : 0;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_DGN;Numérique;4;Nombre de diagnostics associés significatifs (nDAS) dans ce RSA ;NON;2005;;"Observations 2010 : Nombre de DAS : diagnostics associés significatifs; 49,2%=0 sinon entre 1 et 451 DAS!!!";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_RUM;Numérique;2;Nombre de RUM composant le RSS d'origine (NbRUM) ;NON;2005;;"Observations 2010 : 1 RSA est composé de plusieurs RUM (situés dans mco10um); 93,2%=1";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SEA;Numérique;2;Nombre de séances ;NON;2005;;Observations 2010 : Ces séances concernent  : épuration extrarénale, chimiothérapie (pour tumeur ou pour affection non tumorale), radiothérapie (préparation et irradiation), transfusion sanguine, oxygénothérapie hyperbare, aphérèse sanguine;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_NN1;Numérique;3;Nombre de suppléments NN1;NON;2005;;Observations 2010 : Supplément Réa Néonatologie 1  facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_NN2;Numérique;3;Nombre de suppléments NN2;NON;2005;;Observations 2010 : Supplément Réa Néonatologie 2  facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_NN3;Numérique;3;Nombre de suppléments NN3;NON;2005;;Observations 2010 : Supplément Réa Néonatologie 3  facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_REA;Numérique;3;Nombre de suppléments pour REA (réanimation);NON;2005;;Observations 2010 : Supplément facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_REP;Numérique;3;Nombre de suppléments REP (réanimation pédiatrique);NON;2007;;Observations 2010 : Supplément facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_SOI;Numérique;3;Nombre de suppléments soins intensifs provenant de la réanimation;NON;2005;;Observations 2010 : Supplément facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_SRC;Numérique;3;Nombre de suppléments pour SRC (surveillance continue) ;NON;2005;;Observations 2010 : Supplément facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;NBR_SUP_STF;Numérique;3;Nombre de suppléments pour STF (soins intensifs);NON;2005;;Observations 2010 : Supplément facturable chaque jour;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;PAS_LIT_DED;Caractère;1;Passage dans un lit dédié de soins palliatifs;NON;2005;;Observations 2010 : 0 , 1 ou 2 ( mais jms de 2);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;PLO_ACT;Caractère;1;Type de prestation de prélèvement d'organe;NON;2005;;Observations 2010 : 1, 2 ou 3 - 0=Pas d’actes de prélèvement d’organe parmi les actes du RSS;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;POI_NAI;Numérique;4;Poids d'entrée (en grammes) ;NON;2005;;"Observations 2010 : Poids du nouveau-né, Poids en grammes à l’entrée dans l’unité médicale des enfants âgés de moins de
29 jours.";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;RSA_NUM;Caractère;10;N° d'index du RSA ;OUI;2005;;Observations 2010 : Attention doublons : Tjs utiliser avec la variable ETA_NUM car unique par étab.;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;RSS_NUM;Caractère;3;Numéro de version du format du RSA;NON;2005;;"Observations 2010 : tjs = ""217""";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;RTH_SUP_NBR;Numérique;1;Nombre de zones de suppléments de radiothérapie (Nb_Rdth);NON;2011;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SEJ_COD_CONF;Caractère;1;Confirmation du codage du séjour;NON;2009;;Observations 2010 : Dans certains GHM couteux, si la durée d’un séjour est courte alors que la sortie n’a eu lieu ni par décès ni par transfert vers MCO, le contenu du RSS doit être modifié ou confirmé. L’information « Confirmation du codage du RSS » permet de le confirmer. ;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SEJ_NBJ;Numérique;4;Durée totale du séjour dans le champ du PMSI (vide si séances) ;NON;2005;;"Observations 2010 : (date de sortie-date d'entrée); nb nuitée(s) dans l'etabl. ;54%=0 et 27 348 RSA soit 0,1%=999";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SEJ_TYP;Caractère;1;Type de séjour ;NON;2005;;"Observations 2010 : 99,5%=""""; si ENT_MOD=0 et SOR_MOD=0 alors normalement SEJ_TYP=""A""; Si SEJ_TYP=B alors SEJ_NBJ<=2 ou missing : prestation interétabl.<2j  donc doublon .";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SEQ_RUM;Caractère;2;N° séquentiel du RUM ayant fourni le DP;NON;2008;;Observations 2010 : Permet d'identifier le RUM qui a conduit au DP (le pb c'est que dans la table MCOUM on a pas cette variable pour faire la jointure!);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SOR_ANN;Caractère;4;Année de sortie ;NON;2005;;"Observations 2010 : année de sortie; tjs = 2010 ==> Base PMSI MCO 2010 = tous les patients sortis en 2010";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SOR_DES;Caractère;1;Destination ;NON;2005;;Observations 2010 : Ce champ n'est à coder qu'en cas de mutation, transfert normal, transfert avant ou après réalisation d'un acte ou domicile comme mode de sortie (codes 6, 7, 0 et 8);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SOR_MOD;Caractère;1;Mode de sortie du champ PMSI-MCO ;NON;2005;;"Observations 2010 : Mode de sortie du patient; table de passage; si ='0' et sor_mod='0' doublons prestation interétab.";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SOR_MOI;Caractère;2;Mois de sortie ;NON;2005;;Observations 2010 : légèrement plus de sortie au mois de mars ( peut-être lié à l'attente des nouveaux tarifs au 1er mars);une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SUP_ENT_DPA;Numérique;3;Nombre de suppléments pour les entraînements à la dialyse péritonéale automatisée hors séances;NON;2006;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SUP_ENT_DPC;Numérique;3;Nombre de suppléments pour les entraînements à la dialyse péritonéale continue ambulatoire hors séances;;2006;;;;;2005;;
T_MCOaaB;Description du Séjour;SUP_ENT_HEM;Numérique;3;Nombre de suppléments pour les entraînements à l'hémodialyse hors séances;NON;2006;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SUP_HEM_HS;Numérique;3;Nombre de suppléments pour hémodialyse hors séances;NON;2006;;;une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;SUP_RAD_PED;Numérique;3;Nombre de suppléments radiothérapie pédiatrique;;2012;;;;;2005;;
T_MCOaaB;Description du Séjour;TAR_SEQ_NUM;Caractère;3;Numéro séquentiel de tarifs;NON;2010;;"Observations 2010 : 16% =""001"" et 84%=""002"" ????";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaB;Description du Séjour;TOP_AVASTIN;Caractère;1;Top Radiation partielle Avastin ;;2016;;;;;2005;;
T_MCOaaB;Description du Séjour;TOP_DEF_CARD;Caractère;1;Supplément défibrillateur cardiaque;;2017;;;;;2005;;
T_MCOaaB;Description du Séjour;TOP_GHS_MIN_SUS;Caractère;1;Top GHS minoré;;2015;;;;;2005;;
T_MCOaaB;Description du Séjour;TOP_VLV_AOR;Caractère;1;Top valves aortiques percutanées;;2013;;;;;2005;;
T_MCOaaB;Description du Séjour;TYP_GEN_RSA;Caractère;1;Type de génération automatique du RSA;;2015;;;;;2005;;
T_MCOaaB;Description du Séjour;UHCD_TOP;Caractère;1;Top UHCD;NON;2009;;"Observations 2010 : ""Unité d'Hospitalisation de Courte Durée"" - 1,5%=1 sinon 0";une ligne par séjour (ETA_NUM/RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;COH_NAI_RET;Caractère;1;Code retour contrôle « Cohérence date naissance »;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;COH_SEX_RET;Caractère;1;Code retour contrôle « Cohérence sexe »;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;DAT_RET;Caractère;1;Code retour contrôle « date de référence» (date d'entrée);NON;2006;;"Observations 2010 : tjs=0 sauf --> sf 456 nir = XXXX... sont = à 1  : qq nir XXX… doivent se générer lors de cette fusion
Observations 2011 : Les valeurs possibles appartiennent à l'ensemble {0,1}";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;ENT_DAT;Caractère;8;date d'entrée;NON;2009;;"Observations 2010 : format='JJMMAAAA'; nouvelle variable : date de début du séjour (peut donc être antérieure à 2010)
Observations 2011 : JJMMAAAA";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;donnée sensible
T_MCOaaC;NIR patient et Dates de soin;ETA_NUM;Caractère;9;Numéro FINESS e-PMSI;OUI;2005;;;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;ETA_NUM_RET;Caractère;1;"Code retour contrôle ""N° FINESS d’inscription e-PMSI""";;2017;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;EXE_SOI_AMD;Caractère;6;Date d'entrée au format année + mois;;2009;;"
Observations 2017 : Variable créée par CNAMTS";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;EXE_SOI_AMF;Caractère;6;Date de sortie au format année + mois;;2009;;"
Observations 2017 : Variable créée par CNAMTS";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;EXE_SOI_DTD;Date;;Date d'entrée (date);NON;2009;;;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;donnée sensible
T_MCOaaC;NIR patient et Dates de soin;EXE_SOI_DTF;Date;;Date de sortie (date);NON;2009;;;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;donnée sensible
T_MCOaaC;NIR patient et Dates de soin;FHO_RET;Caractère;1;Code retour « fusion ANO HOSP et HOSP PMSI »;NON;2005;;"Observations 2010 : tjs=0 sauf --> les nir = XXXX... sont = à 9  : les nir XXX… doivent se générer lors de cette fusion
Observations 2011 : Les valeurs possibles appartiennent à l'ensemble {0,1,2,3}";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;FOR_NUM;Caractère;3;N° format;NON;2008;;"
Observations 2011 : 001";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;HOS_NN_MAM;Caractère;1;Hospitalisation d'un nouveau-né auprès de la mère;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;HOS_NNE_RET;Caractère;1;Code retour contrôle « Hospitalisation d'un nouveau-né auprès de la mère »;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;HOS_ORG_RET;Caractère;1;Code retour contrôle « Hospitalisation pour prélèvement d'organe »;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;HOS_PLO;Caractère;1;Hospitalisation pour prélèvement d'organe;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;NAI_RET;Caractère;1;Code retour contrôle « date de naissance »;NON;2005;;"
Observations 2011 : Résultat du contrôle de la variable "" date de naissance "". Les valeurs possibles appartiennent à l’ensemble {0, 1, 2, 3, 4} ";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;NIR_ANO_17;Caractère;17;N° anonyme;NON;2005;;"Observations 2010 : 12 972 486 patients ; 2% des lignes auraient un nir ""fictif"" (voir onglet ""Filtres"")";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;NIR_ANO_MAM;Caractère;32;N° anonyme mère-enfant;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;NIR_RET;Caractère;1;Code retour contrôle « n° sécurité sociale »;NON;2005;;"
Observations 2011 : Résultat du contrôle de la variable "" n° de sécurité sociale "". Les valeurs possibles appartiennent à l’ensemble {0, 1, 2, 3, 4} ";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;NUM_DAT_AT;Caractère;9;Numéro accident du travail ou date d’accident de droit commun;;2015;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;NUM_DAT_AT_RET;Caractère;1;"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""";;2015;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;ORG_CPL_NUM;Caractère;10;N° d’organisme complémentaire;;2015;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;ORG_CPL_NUM_RET;Caractère;1;"Code retour contrôle "" N° d’organisme complémentaire""";;2015;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;PMS_RET;Caractère;1;Code retour « fusion ANO PMSI et fichier PMSI »;NON;2005;;"
Observations 2011 : Les valeurs possibles appartiennent à l'ensemble {0,1}";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;RNG_BEN;Caractère;3;Rang du bénéficiaire ;;2015;;"
Observations 2017 : Chgt de table en 2015";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;RNG_BEN_RET;Caractère;1;Code retour contrôle « Rang du bénéficiaire »;;2015;;"
Observations 2017 : Chgt de table en 2015";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;RNG_NAI;Caractère;1;Rang de naissance ;;2015;;"
Observations 2017 : Chgt de table en 2015";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;RNG_NAI_RET;Caractère;1;Code retour contrôle « Rang de naissance »;;2015;;"
Observations 2017 : Chgt de table en 2015";;;2005;;
T_MCOaaC;NIR patient et Dates de soin;RSA_NUM;Caractère;10;N° séquentiel dans fichier PMSI;OUI;2005;;Observations 2010 : Attention doublons : Tjs utiliser avec la variable ETA_NUM car unique par étab.;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;SEJ_MER_RET;Caractère;1;Code retour contrôle « N° administratif de séjour de la mère »;;2013;;;;;2005;;
T_MCOaaC;NIR patient et Dates de soin;SEJ_NUM;Caractère;5;N° de séjour;NON;2005;;;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;SEJ_RET;Caractère;1;Code retour contrôle « n° d’identification administratif de séjour »;NON;2005;;"
Observations 2011 : Résultat du contrôle de la variable "" n° d’identification administratif de séjour "". Les valeurs possibles appartiennent à l’ensemble {0, 1} ";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;SEX_RET;Caractère;1;Code retour contrôle « sexe »;NON;2005;;"
Observations 2011 : Résultat du contrôle de la variable "" sexe "". Les valeurs possibles appartiennent à l’ensemble {0, 1, 2} ";une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;SOR_ANN;Caractère;4;Année de sortie ;NON;2005;;;une ligne par triplet (BEN_NIR_IDT / ETA_NUM / RSA_NUM);;2005;;non
T_MCOaaC;NIR patient et Dates de soin;SOR_DAT;Caractère;8;date de sortie;;2009;;;;;2005;;
