Code Produit;Nom_Table;LIBELLE_Table;VARIABLE;LIBELLE;FamilleConcept;Longueur variable;Type variable;Chemin;VALEUR;Elementaire;ClasseDonnée;RdG;ObservationVariable;SensibleMédical;TypeObjet;ModeAccès;ObservationProduitVariable;liaison;observ cumul;Réferentiel;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_RES_COM;commune de résidence du destinataire du règlement;Bénéficiaires;3;Caractère;;IR_GEO_V;;;;;donnée sensible;;SAS Guide;;IR_BEN_RBEN_RES_COM;"
0";;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_RES_DPT;Département de résidence du bénéficiaire;Bénéficiaires;3;Caractère;;IR_DPT_V;Elémentaire;;;;;;SAS Guide;;IR_BEN_RBEN_RES_DPT;"
0";;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_BEN_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_SEX_COD;Code sexe du bénéficiaire;Bénéficiaires;1;Numérique;;IR_SEX_V;;;;;;;SAS Guide;;IR_BEN_RBEN_SEX_COD;"
0";;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_TOP_CNS;top consommant - non consommant;Bénéficiaires;1;Numérique;;;;;;;;;SAS Guide;;IR_BEN_RBEN_TOP_CNS;;;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;MAX_TRT_DTD;Date maximale de traitement d'une Prestations;Technique;;Date;;;;;;;;;SAS Guide;;IR_BEN_RMAX_TRT_DTD;;;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;ORG_AFF_BEN;Code de l'organisme d'affiliation;Régimes-Organismes;9;Caractère;;IR_ORG_V;;;variable de jointure n° 7 entre la table des prestations et les tables affinées;;;;SAS Guide;;IR_BEN_RORG_AFF_BEN;"
0";IR_IBA_R;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;ORG_CLE_NEW;Code de l'organisme de liquidation;Régimes-Organismes;3;Caractère;;IR_ORG_V;;;variable de jointure n°1 entre la table des prestations et les tables affinées;;;;SAS Guide;;IR_BEN_RORG_CLE_NEW;"
0";IR_IBA_R;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;FAM_DRT_DSD;;;;;;;;;;;;;SAS Guide;;IR_ACS_RFAM_DRT_DSD;"
0";;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;FAM_DRT_DSF;;;;;;;;;;;;;SAS Guide;;IR_ACS_RFAM_DRT_DSF;"
0";;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;FAM_DRT_VRU;;;;;;;;;;;;;SAS Guide;;IR_ACS_RFAM_DRT_VRU;;;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_ACS_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_ORC_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_MAT_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_ETM_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_MTT_R;IR_MTT_R;Table historique des médecins traitants;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_MTT_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;BEN_NIR_ANO;NIR pseudonymisé du bénéficiaire;Bénéficiaires;17;Caractère;;;;;;;;;SAS Guide;;IR_ACS_RBEN_NIR_ANO;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_NIR_ANO;NIR pseudonymisé du bénéficiaire;Bénéficiaires;17;Caractère;;;;;;;;;SAS Guide;;IR_ORC_RBEN_NIR_ANO;"
0";;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_NIR_ANO;NIR pseudonymisé du bénéficiaire;Bénéficiaires;17;Caractère;;;;;;;;;SAS Guide;;IR_MAT_RBEN_NIR_ANO;"
0";;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_NIR_ANO;NIR pseudonymisé du bénéficiaire;Bénéficiaires;17;Caractère;;;;;;;;;SAS Guide;;IR_ETM_RBEN_NIR_ANO;"
0";;;
IR_MTT_R;IR_MTT_R;Table historique des médecins traitants;BEN_NIR_ANO;NIR pseudonymisé du bénéficiaire;Bénéficiaires;17;Caractère;;;;;;;;;SAS Guide;;IR_MTT_RBEN_NIR_ANO;"
0";;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_ACS_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_ORC_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_MAT_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_ETM_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_MTT_R;IR_MTT_R;Table historique des médecins traitants;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_MTT_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;IR_ACS_RBEN_IDT_ANO;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;IR_ORC_RBEN_IDT_ANO;"
0";;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;IR_MAT_RBEN_IDT_ANO;"
0";;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;IR_ETM_RBEN_IDT_ANO;"
0";;;
IR_MTT_R;IR_MTT_R;Table historique des médecins traitants;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;IR_MTT_RBEN_IDT_ANO;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_CMU_ORG;Code de l'organisme complémentaire;Régimes-Organismes;9;Caractère;;IR_ORG_V;;;;;;;SAS Guide;;IR_ORC_RBEN_CMU_ORG;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;BEN_CTA_TYP;Type de contrat complémentaire ;Bénéficiaires;3;Numérique;;;;;;;;;SAS Guide;;IR_ORC_RBEN_CTA_TYP;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;MLL_CTA_DSD;;;;;;;;;;;;;SAS Guide;;IR_ORC_RMLL_CTA_DSD;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;MLL_CTA_DSF;;;;;;;;;;;;;SAS Guide;;IR_ORC_RMLL_CTA_DSF;;;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_EXO_DTD;;;;;;;;;;;;;SAS Guide;;IR_ETM_RBEN_EXO_DTD;"
0";;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_EXO_MTF;;;;;;;;;;;;;SAS Guide;;IR_ETM_RBEN_EXO_MTF;"
0";;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;BEN_EXO_DTF;;;;;;;;;;;;;SAS Guide;;IR_ETM_RBEN_EXO_DTF;"
0";;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_GRS_DTE;;;;;;;;;;;;;SAS Guide;;IR_MAT_RBEN_GRS_DTE;"
0";;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;BEN_DRA_AME;;;;;;;;;;;;;SAS Guide;;IR_MAT_RBEN_DRA_AME;;;;
IR_BEN_R;IR_BEN_R;Référentiel des bénéficiaires du SNIIRAM-SNDS;BEN_IDT_MAJ;;;;;; ;;;;;;;SAS Guide;;IR_BEN_RBEN_IDT_MAJ;"
0";;;
IR_ACS_R;IR_ACS_R;Table historique des affiliations à l'aide à la complémentaire santé;IND_RNM_BEN;;;;;;;;;;;;;SAS Guide;;IR_ACS_RIND_RNM_BEN;"
0";;;
IR_ETM_R;IR_ETM_R;Table historique des exonérations du ticket modérateur liées à la personne;IND_RNM_BEN;;;;;;;;;;;;;SAS Guide;;IR_ETM_RIND_RNM_BEN;"
0";;;
IR_MAT_R;IR_MAT_R;Table historique de la maternité;IND_RNM_BEN;;;;;;;;;;;;;SAS Guide;;IR_MAT_RIND_RNM_BEN;"
0";;;
IR_MTT_R;IR_MTT_R;Table historique des médecins traitants;IND_RNM_BEN;;;;;;;;;;;;;SAS Guide;;IR_MTT_RIND_RNM_BEN;"
0";;;
IR_ORC_R;IR_ORC_R;Table historique des affiliations à un organisme complémentaire;IND_RNM_BEN;;;;;;;;;;;;;SAS Guide;;IR_ORC_RIND_RNM_BEN;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_ALD_DTD;Date de début d'exonération du ticket modérateur attribuée par les services médicaux (ALD, AT, MP…);Périodes;8;Date;;IR_DTE_V;Elémentaire;;;;Donnée médicale;;SAS Guide;;IR_IMB_RIMB_ALD_DTD;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_ALD_DTF;Date de fin de l'exonération attribuée par les services médicaux (ALD, AT, MP…);Périodes;8;Date;;IR_DTE_V;Elémentaire;;;;;;SAS Guide;;IR_IMB_RIMB_ALD_DTF;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_ALD_NUM;Numéro d'ALD;Bénéficiaires;2;Numérique;;IR_ALD_V;Elémentaire;;;;;;SAS Guide;;IR_IMB_RIMB_ALD_NUM;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_ETM_NAT;Motif d'exonération du bénéficiaire;Bénéficiaires;2;Numérique;;IR_ETM_V;Elémentaire;;;;Donnée médicale;;SAS Guide;;IR_IMB_RIMB_ETM_NAT;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_MLP_BTR;Tableau des maladies professionnelles (bis, ter);Bénéficiaires;1;Caractère;;;Elémentaire;;;;;;SAS Guide;;IR_IMB_RIMB_MLP_BTR;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_MLP_TAB;Numéro de tableau des maladies professionnelles (MP);Bénéficiaires;3;Caractère;;AT_MLP_V;Elémentaire;;;;;;SAS Guide;;IR_IMB_RIMB_MLP_TAB;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;IMB_SDR_LOP;Localisation - paragraphe syndrome;Bénéficiaires;1;Caractère;;;Elémentaire;;;;;;SAS Guide;;IR_IMB_RIMB_SDR_LOP;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;INS_DTE;Date d'insertion;Technique;8;Date;;IR_IMB_R;Elémentaire;;;;;;SAS Guide;;IR_IMB_RINS_DTE;"
0";;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;MED_MTF_COD;Motif médical ou pathologie (code CIM10);Prestations;5;Caractère;;IR_CCI_V, IR_CIM_V;Elémentaire;;;;;;SAS Guide;;IR_IMB_RMED_MTF_COD;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;MED_NCL_IDT;Nomenclature médicale;Prestations;10;Caractère;;IR_NMD_V;Elémentaire;;;;;;SAS Guide;;IR_IMB_RMED_NCL_IDT;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;UPD_DTE;Date de la dernière sélection des bénéficiaires de l'EGB;Bénéficiaires;8;Date;;;Elémentaire;;"Dans la table IR_IMB_R, la variable UPD_DTE correspond à la date du dernier chargement.  Deux cas de figures :     1. Si création => nouvel enregistrement créé avec date d'insertion INS_DTE renseignée et date de mise à jour UPD_DTE manquante lors de la création initiale de l'enregistrement puis UPD_DTE renseignée à chaque nouveau chargement à l'identique (la date du dernier chargement écrase la précédente) ;     2. Si modification => insertion d'un nouvel enregistrement avec nouvelle date d'insertion INS_DTE et date de mise à jour UPD_DTE manquante à la création puis UPD_DTE renseignée à chaque nouveau chargement à l'identique.";;;;SAS Guide;;IR_IMB_RUPD_DTE;;;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;BEN_NIR_PSA;Identifiant anonyme du patient dans le SNIIRAM;Bénéficiaires;17;caractère;;;Elémentaire;;;;;;SAS Guide;;IR_IMB_RBEN_NIR_PSA;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
IR_IMB_R;IR_IMB_R;Référentiel médicalisé du SNIIRAM-SNDS;BEN_RNG_GEM;rang de naissance du bénéficiaire;Bénéficiaires;2;numérique;;IR_BER_V;Calculée;;"La règle de calcul du rang du bénéficiaire dans le SNIIRAM est la suivante :
- le rang de l’ouvreur de droits est toujours égal à 1,
- si un ayant droit a la même date de naissance que l’ouvreur de droits, son rang est égal à 2,
- un enfant né d’une naissance unique a un rang égal à 1,
- lorsqu’il y a des naissances multiples, chaque enfant est différencié par son rang (1 pour le 1er, 2 pour le second, …).";;;;SAS Guide;;IR_IMB_RBEN_RNG_GEM;"
0";référentiel des bénéficiaires du SNIIRAM IR_BEN_R;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BEN_IDT_ANO;Identifiant bénéficiaire anonymisé;Bénéficiaires;18;Varchar;;;Calculée;;;;;;SAS Guide;;DCIRSBEN_IDT_ANO;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BEN_IDT_TOP;Top identifiant bénéficiaire Anonymisé;Bénéficiaires;1;Numérique;;;Calculée;;;;;;SAS Guide;"1 si BEN_IDT_ANO = ben_nir_ano 
 si BEN_IDT_ANO = ben_nir_psa+ben_rng_gem ";DCIRSBEN_IDT_TOP;"
1 si BEN_IDT_ANO = ben_nir_ano 
 si BEN_IDT_ANO = ben_nir_psa+ben_rng_gem ";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BEN_RES_DPT;Département de résidence du bénéficiaire;Bénéficiaires;3;Caractère;;IR_DPT_V;Elémentaire;;;;;;SAS Guide;;DCIRSBEN_RES_DPT;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BIO_ACT_QSN;Quantité d'actes de biologie;Indicateurs relatifs aux dépenses;5;Numérique;;IR_BIO_R;;;;;;;SAS Guide;;DCIRSBIO_ACT_QSN;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BIO_PRS_IDE;Code NABM de l'acte de biologie;Prestations;4;Numérique;;;;;;;;;SAS Guide;Codification de la nomenclature des actes de biologie (NABM);DCIRSBIO_PRS_IDE;"
Codification de la nomenclature des actes de biologie (NABM)";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;BIO_SEQ_NUM;Numéro séquentiel;Technique;8;Numérique;;;;;;;;;SAS Guide;;DCIRSBIO_SEQ_NUM;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;CAI_AFF_COD;Code de la caisse d'affiliation;Régimes-Organismes;3;Caractère;;IR_CAI_V;Calculée;;;;;;SAS Guide;Le code de la caisse est dépendant du code du grand régime.;DCIRSCAI_AFF_COD;"
Le code de la caisse est dépendant du code du grand régime.";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;CAI_LIQ_COD;Code de la caisse de liquidation;Régimes-Organismes;3;Caractère;;IR_CAI_V;Calculée;;;;;;SAS Guide;Le code de la caisse est dépendant du code du grand régime.;DCIRSCAI_LIQ_COD;"
Le code de la caisse est dépendant du code du grand régime.";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;CLE_DCI_JNT;Clé technique de jointure;Technique;38;Numérique;;;Calculée;;;;;;SAS Guide;Clé de jointure entre la table centrale des Prestations et les tables de Prestations affinées;DCIRSCLE_DCI_JNT;"
Clé de jointure entre la table centrale des Prestations et les tables de Prestations affinées";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;ETB_EXE_FIN;N° FINESS de l'établissement exécutant ;Etablissements et Structures;8;Caractère;;BE_IDE_R;Elémentaire;;;;;;SAS Guide;;DCIRSETB_EXE_FIN;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;ETB_PRE_FIN;N° FINESS de l'établissement prescripteur ;Etablissements et Structures;8;Caractère;;BE_IDE_R;Elémentaire;;;;;;SAS Guide;;DCIRSETB_PRE_FIN;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;ETE_DPT_COD;Département de l'établissement exécutant   ;Etablissements et Structures;3;Caractère;;IR_DPT_V;Calculée;;;;;;SAS Guide;;DCIRSETE_DPT_COD;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;ETP_DPT_COD;Departement de l'établissement prescripteur;Etablissements et Structures;3;Caractère;;IR_DPT_V;Calculée;;;;;;SAS Guide;;DCIRSETP_DPT_COD;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;EXE_INS_DPT;Département du professionnel de santé exécutant;Régimes-Organismes;3;Caractère;;IR_DPT_V;Calculée;;;;;;SAS Guide;;DCIRSEXE_INS_DPT;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;EXE_SOI_AMD;Date (année et mois) de début d'exécution des soins;Périodes;6;Caractère;;IR_DTE_V;Calculée;;;;;;SAS Guide;Le format est AAAAMM.;DCIRSEXE_SOI_AMD;"
Le format est AAAAMM.";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;EXE_SOI_AMF;Date (année et mois) de fin d'exécution des soins ;Périodes;6;Caractère;;IR_DTE_V;Calculée;;;;;;SAS Guide;Le format est AAAAMM.;DCIRSEXE_SOI_AMF;"
Le format est AAAAMM.";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;EXE_SOI_DTD;Date de début d'exécution des soins ;Périodes; ;Date;;IR_DTE_V;Elémentaire;;;;;;SAS Guide;;DCIRSEXE_SOI_DTD;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;EXE_SOI_DTF;Date de fin d'exécution des soins ;Périodes; ;Date;;IR_DTE_V;Elémentaire;;;;;;SAS Guide;;DCIRSEXE_SOI_DTF;"
0";;;
DCIRS;NS_BIO_F;Table simplifiée des données de codage de biologie;FLX_DIS_DTD;Date de mise à disposition des données;Technique; ;Date;;;Elémentaire;;;;;;SAS Guide;;DCIRSFLX_DIS_DTD;"
0";;;
