Nom_Table;Libellé_Table;Nom_Variable;Type;Longueur;Libellé_Variable;Variables de  jointure;Année_Présence;Année_Suppression;Observations;règle de gestion;Concepts;Année_présence table;Année_suppression_table;sensible_medical
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL1;Caractère;6;Diagnostic associé 1;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL2;Caractère;6;Diagnostic associé 2;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL3;Caractère;6;Diagnostic associé 3;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL4;Caractère;6;Diagnostic associé 4;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL5;Caractère;6;Diagnostic associé 5;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL6;Caractère;6;Diagnostic associé 6;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);DGN_PAL7;Caractère;6;Diagnostic associé 7;;2007;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ENT_MOD;Caractère;1;Mode d’entrée;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ENT_PRV;Caractère;1;Provenance;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_GRP_GHPC;Caractère;4;Groupage établissement : n° du GHPC;;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_GRP_RET;Caractère;3;Groupage établissement : code retour;;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_GRP_VER;Caractère;2;Groupage établissement : version de la classification;;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_EHPA;Caractère;9;Numéro FINESS EHPA;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_GEO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2017;;remplace la variable ETA_NUM_TWO;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_GEO;Caractère;9;N° FINESS de l’entité juridique;;2005;2007;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_JUR;;;N° FINESS de l’établissement (code géographique);;2005;2007;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2007;2017;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);ETB_TAR_NBR;Numérique;;Groupage établissement : nombre de zones tarifaires établissement (1 à 4);;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);FAC_NUM;Caractère;5;N° séquentiel de facture;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);FIN_ANN_SEQ;Caractère;4;Année de la date de fin de la séquence;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);FIN_MOI_SEQ;Caractère;2;Mois de la date de fin de la séquence;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);MOT_NFACT_AM;Caractère;1;Motif de la non facturation à l'assurance maladie;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);NBR_ACT;Numérique;;Nombre d'actes;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);NBR_DGN;Numérique;;Nombre de diagnostics associés;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);NBR_DGN_MPA;Numérique;;Nombre de diagnostics liés au MPA (n2);;2012;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);NBR_DGN_MPP;Numérique;;Nombre de diagnostics liés au MPP (n1);;2012;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PAT_TYP_DOM;Caractère;1;Type de lieu de domicile du patient;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_ASS;Caractère;2;Mode de prise en charge associé;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_MOD_ASSO1;Caractère;2;Mode de prise en charge associé documentaire 1;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_MOD_ASSO2;Caractère;2;Mode de prise en charge associé documentaire 2;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_MOD_ASSO3;Caractère;2;Mode de prise en charge associé documentaire 3;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_MOD_ASSO4;Caractère;2;Mode de prise en charge associé documentaire 4;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_MOD_ASSO5;Caractère;2;Mode de prise en charge associé documentaire 5;;2007;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);PEC_PAL;Caractère;2;Mode de prise en charge principal;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);RAPSS_NUM;Caractère;3;N° de version du format de RAPSS;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);RHAD_NUM;Caractère;5;N° séquentiel de séjour d'HAD;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);RPSS_VER;Caractère;3;N° de version du format du RPSS;;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEJ_FACT_AM;Caractère;1;Séjour facturable à l'assurance maladie;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEJ_NBJ;Numérique;;Nombre de journées dans le séjour;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEQ_DER;Caractère;1;Dernière séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEQ_NBJ;Numérique;;Nombre de journées dans la séquence ;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEQ_NUM;Caractère;4;N° de la séquence dans le séjour;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEQ_SEJ;Caractère;2;Numéro de la séquence dans le séjour;;2005;2010;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SEQ_SEJ_NBJ;Numérique;;Nombre de journées entre le début de la séquence et la date d’entrée du séjour;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_ANN;Caractère;4;Année de la date de sortie du séjour;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_ANN_SSEQ;Caractère;4;Année de sortie de la sous-séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_DES;Caractère;1;Destination;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_MOD;Caractère;1;Mode de sortie;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_MOI;Caractère;2;Mois de la date de sortie du séjour;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SOR_MOI_SSEQ;Caractère;2;Mois de sortie de la sous-séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SSEQ_NBJ;Numérique;;Nombre de journées de la sous-séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SSEQ_NUM;Caractère;4;Numéro de sous-séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SSEQ_SEJ_DER;Caractère;1;Dernière sous séquence du séjour;;2010;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SSEQ_SEQ_DER;Caractère;1;Dernière sous-séquence de la séquence;;2005;;;;;2005;;
T_HADaaB;Table des Résumés Anonyme Par Sous-Séquence (RAPSS);SSEQ_SEQ_NBJ;Numérique;;Nombre de journées entre le début de la sous-séquence et le début de la séquence;;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;COH_NAI_RET;Caractère;1;Code retour controle date de naissance;;2013;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;COH_SEX_RET;Caractère;1;code retour controle coherence sexe;;2013;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;DAT_RET;Caractère;1;Contrôle de cohérence de date;;2006;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ENT_AM;;;Date d'entrée;;2009;2011;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ENT_ANN;Caractère;4;Année d'entrée;;2017;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ENT_DAT;Caractère;8;Date d'entrée;;2009;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ENT_MOI;Caractère;2;Mois d'entrée;;2017;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_ePMSI;Caractère;9;N° FINESS e-PMSI;;2007;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_GEO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2017;;remplace la variable ETA_NUM_TWO;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_GEO;Caractère;9;N° FINESS de l’entité juridique;;2005;2007;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_JUR;;;N° FINESS de l’établissement (code géographique);;2005;2007;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_RET;Caractère;1;"Code retour contrôle ""N° FINESS d’inscription e-PMSI""";;2017;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2007;2017;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;EXE_SOI_AMD;Caractère;6;Date d'entrée au format année + mois;;2009;;Variable créée par CNAMTS;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;EXE_SOI_AMF;Caractère;6;Date de sortie au format année + mois;;2009;;Variable créée par CNAMTS;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;EXE_SOI_DTD;date;;Date d'entrée (format date);;2009;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;EXE_SOI_DTF;date;;Date de sortie (format date);;2009;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;FHO_RET;Caractère;1;"Code retour ""fusion ANO_HOSP et HOSP-PMSI""";;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;format;Caractère;3;N° format;;2008;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;NAI_RET;Caractère;1;"Code retour contrôle "" date de naissance "" ";;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;NIR_ANO_17;Caractère;17;N° anonyme ;;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;NIR_RET;Caractère;1;"Code retour contrôle "" n° sécurité sociale "" ";;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;NUM_DAT_AT;Caractère;9;Numéro accident du travail ou date d’accident de droit commun;;2015;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;NUM_DAT_AT_RET;Caractère;1;"Code retour contrôle "" Numéro accident du travail ou date d’accident de droit commun""";;2015;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ORG_CPL_NUM;Caractère;10;N° d’organisme complémentaire;;2015;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;ORG_CPL_NUM_RET;Caractère;1;"Code retour contrôle "" N° d’organisme complémentaire""";;2015;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;PMS_RET;Caractère;1;"Code retour ""fusion ANO-PMSI et fichier PMSI """;;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;RHAD_NUM;Caractère;5;N° séquentiel de séjour d'HAD;;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;RNG_BEN;Caractère;3;Rang du bénéficiaire ;;2015;;Chgt de table en 2015 (avt STC);;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;RNG_BEN_RET;Caractère;1;Code retour contrôle « Rang du bénéficiaire »;;2015;;Chgt de table en 2015 (avt STC);;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;RNG_NAI;Caractère;1;Rang de naissance ;;2015;;Chgt de table en 2015 (avt STC);;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;RNG_NAI_RET;Caractère;1;Code retour contrôle « Rang de naissance »;;2015;;Chgt de table en 2015 (avt STC);;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SEJ_LUN_ANN;Caractère;4;Année de la date d'entrée de séjour;;2005;2015;Remplacée par l'année de sortie;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SEJ_LUN_MOI;Caractère;2;Mois de la date d'entrée de séjour;;2005;2015;Remplacée par le mois de sortie;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SEJ_NUM;Caractère;5;N° de séjour ;;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SEJ_RET;Caractère;1;"Code retour contrôle "" n° d’identification administratif de séjour "" ";;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SEX_RET;Caractère;1;"Code retour contrôle "" sexe "" ";;2005;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SOR_AM;;;Date de sortie;;2009;2011;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SOR_ANN;Caractère;4;Année de sortie ;;2015;2017;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SOR_DAT;Caractère;8;Date de sortie;;2009;;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;SOR_MOI;Caractère;2;Mois de sortie;;2015;2017;;;;2005;;
T_HADaaC;Table des NIR foinisé deux fois et date entrèe/sortie complètes;vid_hosp_for;Caractère;3;N° format VID-HOSP;;2008;;;;;2005;;
T_HADaaD;Table des diagnostics associés;DGN_ASS;Caractère;6;Diagnostic associé;;2010;;;;;2010;;
T_HADaaD;Table des diagnostics associés;ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2010;;;;;2010;;
T_HADaaD;Table des diagnostics associés;ETA_NUM_GEO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2017;;remplace la variable ETA_NUM_TWO;;;2010;;
T_HADaaD;Table des diagnostics associés;ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2010;2017;;;;2010;;
T_HADaaD;Table des diagnostics associés;RHAD_NUM;Caractère;5;N° séquentiel de séjour d'HAD;;2010;;;;;2010;;
T_HADaaD;Table des diagnostics associés;SEQ_NUM;Caractère;4;N° de la séquence dans le séjour;;2010;;;;;2010;;
T_HADaaD;Table des diagnostics associés;SSEQ_NUM;Caractère;4;N° de la sous-séquence;;2010;;;;;2010;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);DGN_ASS_MPA;Caractère;6;Diagnostic lié au MPA;;2012;;;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2012;;;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);ETA_NUM_GEO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2017;;remplace la variable ETA_NUM_TWO;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2012;2017;;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);RHAD_NUM;Caractère;5;N° séquentiel de séjour d'HAD;;2012;;;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);SEQ_NUM;Caractère;4;N° de la séquence dans le séjour;;2012;;;;;2012;;
T_HADaaDMPA;Table des diagnostics liés au MPA (mode de prise en charge associé);SSEQ_NUM;Caractère;4;N° de la sous-séquence;;2012;;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);DGN_ASS_MPP;Caractère;6;Diagnostic lié au MPP;;2012;;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2012;;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);ETA_NUM_GEO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2017;;remplace la variable ETA_NUM_TWO;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);ETA_NUM_TWO;Caractère;9;Numéro FINESS de l’établissement (code géographique);;2012;2017;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);RHAD_NUM;Caractère;5;N° séquentiel de séjour d'HAD;;2012;;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);SEQ_NUM;Caractère;4;N° de la séquence dans le séjour;;2012;;;;;2012;;
T_HADaaDMPP;Table des diagnostics liés au MPP (mode de prise en charge principal);SSEQ_NUM;Caractère;4;N° de la sous-séquence;;2012;;;;;2012;;
T_HADaaE;Table des Etablissements;ANN_TRT;Caractère;7;N° du trimestre PMSI transmis;;2005;;;;;2005;;
T_HADaaE;Table des Etablissements;ETA_NUM;Caractère;9;N°FINESS;;2005;;;;;2005;;
T_HADaaE;Table des Etablissements;ETB_EXE_FIN;Caractère;8;N°FINESS sans clef;;2005;;Variable créée par CNAMTS;;;2005;;
T_HADaaE;Table des Etablissements;REG_ETA;Caractère;30;Région;;2005;;;;;2005;;
T_HADaaE;Table des Etablissements;SOC_RAI;Caractère;60;Raison sociale;;2005;;;;;2005;;
T_HADaaE;Table des Etablissements;STA_ETA;Caractère;3;Statut de l'établissement;;2005;;;;;2005;;
T_HADaaE;Table des Etablissements;VAL_ETA;Caractère;20;Validation des données;;2005;;;;;2005;;
T_HADaaEHPA;Table des conventions HAD-EHPA;ANN;Caractère;4;Année période;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;DAT_DEB_CON;Caractère;8;Date de début de la convention;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;DAT_FIN_CON;Caractère;8;Date de fin de la convention;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;ETA_NUM_EHPA;Caractère;9;N° FINESS ESMS;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;ETA_TYP_ESMS;Caractère;2;Type d'établissement;;2015;;;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;FFT_COD;Caractère;1;Code forfait de soins;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;FIC_TYP;Caractère;3;Type de fichier;;2010;;table non transmise en 2012 et 2013;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;MOI;Caractère;2;N° période (mois);;2014;;;;;2010;;
T_HADaaEHPA;Table des conventions HAD-EHPA;MOIS;Caractère;2;N° période (mois);;2010;2012;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;AGE_ANN;Numérique;;Age;;2014;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;CMU_BEN_PAT;Caractère;1;Patient bénéficiaire de la CMU;;2012;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;COD_CIV;Caractère;1;Code civilité ;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;COD_PEC;Caractère;1;Code de prise en charge;;2017;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;COD_SEX;Caractère;1;Sexe;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;CON_TYP;Caractère;2;Type de contrat souscrit auprès d'un organisme complémentaire;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;ENT_ANN;Caractère;4;Année de la date d'entrée;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;ENT_MOI;Caractère;2;Mois de la date d'entrée;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;ETA_NUM_EPMSI;Caractère;9;N° FINESS e-PMSI;;2010;;;;;2010;;
T_HADaaFA;TableFA : Table des RSFA début de facture des établissements ex-OQN;ETA_NUM_GEO;Caractère;9;Numéro FINESS  géographique;;2017;;remplace la variable ETA_NUM_TWO;;;2010;;
