"nom_table";"TEC_COL";"TDM_NAT_AFF";"CCA_CPL_COD";"CPT_COP_NUM";"PRS_NAT";"PRS_NAT_CB2";"PRS_NAT_LIB";"PRS_NAT_TDM";"PRS_NAT_STA";"NAT_SOI_TOP";"NAT_CPL_ACT";"PRN_AID_TOP";"PRS_SPP_TOP";"TOP_SNI";"TYA_COD";"CEL_TYP";"TOP_PRS_SOI";"PRS_NAT_RGT";"TOP_TRF_OPP"
"IR_NAT_V";0;9;NA;NA;1351;"ADI";"ACTE D'IMAGERIE (hors ECHOGRAPHIE) CCAM";99;99;1;0;1;1;1;"T";"20";1;25;1
"IR_NAT_V";0;9;NA;NA;1352;"ATM";"ACTES TECHNIQUES MEDICAUX  (hors IMAGERIE) CCAM";99;99;1;0;1;1;1;"T";"20";1;25;1
"IR_NAT_V";0;0;NA;NA;1361;"VDC";"VIDEOCAPSULE";1;1;1;0;1;NA;1;"T";"20";0;49;NA
"IR_NAT_V";0;0;NA;NA;1411;"SCM/SPA";"ACTES EN SCM (ET SPA POUR LA CRPCEN)";1;1;1;0;1;1;1;"T";"";1;34;1
"IR_NAT_V";0;0;NA;NA;1421;"PRO";"ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE MEDECIN";1;1;1;0;1;1;1;"T";"20";1;35;NA
"IR_NAT_V";0;0;NA;NA;1422;"ORT/EOS";"TRAITEMENTS D  ORTHODONTIE PRATIQUES PAR LE MEDECIN (ET EOS POUR LA CRPCEN)";1;1;1;0;1;NA;1;"T";"20";1;36;NA
"IR_NAT_V";0;0;NA;NA;1423;"SPR";"ACTES DE PROTHESE DENTAIRE PRATIQUES PAR LE CHIRURGIEN-DENTISTE";2;1;1;0;1;1;1;"Z";"20";0;35;NA
"IR_NAT_V";0;0;NA;NA;1424;"TO/ETO";"TRAITEMENTS D  ORTHODONTIE PRATIQUES PAR LE CHIRURGIEN-DENTISTE (ET ETO POUR LA CRPCEN)";2;1;1;0;1;NA;1;"Z";"";0;36;NA
"IR_NAT_V";0;0;27;NA;1425;"ATD";"COMPLEMENT AT 150% DENTAIRE";99;1;1;1;0;NA;1;"Z";"20";0;35;NA
"IR_NAT_V";0;9;NA;NA;1426;"DDE";"PEC EXCEPTIONNELLE DÉPASSEMENT DENTAIRE";99;99;1;0;0;NA;1;"Z";"20";0;41;NA
"IR_NAT_V";0;9;NA;NA;1427;"DDT";"PEC EXCEPTIONNELLE DEPASSEMENT DENTAIRE TP";99;99;1;0;0;NA;1;"Z";"20";0;41;NA
"IR_NAT_V";0;0;NA;NA;1431;"D/OCC";"ACTES EN D (ET OCC POUR LA CRPCEN)";2;1;1;0;1;1;1;"Z";"";0;2;NA
"IR_NAT_V";0;0;NA;NA;1432;"DC";"ACTES EN DC";2;1;1;0;1;1;1;"Z";"20";0;37;NA
"IR_NAT_V";0;0;NA;NA;1433;"SC/SCA";"ACTES EN SC (ET SCA POUR LA CRPCEN)";2;1;1;0;1;1;1;"Z";"";0;34;NA
"IR_NAT_V";0;9;NA;NA;1434;"BDC";"PREVENTION BUCCO-DENTAIRE: CONSULTATION - MATER";99;99;1;0;1;NA;1;"Z";"20";0;20;NA
"IR_NAT_V";0;9;NA;NA;1435;"BR2";"PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES-MATER";99;99;1;0;1;NA;1;"Z";"20";0;20;NA
"IR_NAT_V";0;9;NA;NA;1436;"BR4";"PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES-MATER";99;99;1;0;1;NA;1;"Z";"20";0;20;NA
"IR_NAT_V";0;9;23;NA;1437;"MCD";"Majoration spécifique PDS Clinique Dentiste";99;99;1;1;0;NA;1;"Z";"20";0;2;NA
"IR_NAT_V";0;9;NA;NA;1451;"SDE";"SOINS DENTAIRES";99;99;1;0;1;NA;1;"T";"20";1;41;1
"IR_NAT_V";0;9;NA;NA;1452;"PAR";"PROTHESE AMOVIBLE DEFINITIVE RESINE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;9;NA;NA;1453;"AXI";"PROPHYLAXIE BUCCO DENTAIRE CCAM";99;99;1;0;1;NA;1;"T";"20";1;41;1
"IR_NAT_V";0;0;NA;NA;1461;"ADP";"ACTES DIVERS PROTHESE DENTAIRE CCAM";2;1;1;0;0;NA;0;"Z";"";1;0;NA
"IR_NAT_V";0;9;NA;NA;1462;"PFM";"PROTHESE FIXE METALLIQUE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;0;NA;NA;1463;"PFE";"PROTHESE DENTAIRE FIXE ESTHETIQUE CCAM";2;1;1;0;0;NA;0;"Z";"";1;0;NA
"IR_NAT_V";0;0;NA;NA;1464;"PDA";"PROTHESE DENTAIRE AMOVIBLE CCAM";2;1;1;0;0;NA;0;"Z";"";1;0;NA
"IR_NAT_V";0;9;NA;NA;1465;"IMP";"IMPLANTOLOGIE - CCAM";99;99;1;0;1;NA;1;"T";"20";1;25;1
"IR_NAT_V";0;0;NA;NA;1466;"TOR";"TRAITEMENT ORTHOPEDIE DENTO FACIALE CCAM";2;1;1;0;0;NA;0;"Z";"";1;0;NA
"IR_NAT_V";0;9;NA;NA;1470;"END";"ENDODONTIE";99;99;1;0;1;NA;1;"T";"20";1;41;1
"IR_NAT_V";0;9;NA;NA;1471;"INO";"INLAY-ONLAY";99;99;1;0;1;NA;1;"T";"20";1;41;1
"IR_NAT_V";0;9;NA;NA;1472;"TDS";"PARODONTOLOGIE";99;99;1;0;1;NA;1;"T";"20";1;25;1
"IR_NAT_V";0;9;NA;NA;1473;"ICO";"INLAY-CORE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;9;NA;NA;1474;"PAM";"PROTHESE AMOVIBLE DEFINITIVE METALLIQUE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;9;NA;NA;1475;"PDT";"PROTHESE DENTAIRE PROVISOIRE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;9;NA;NA;1476;"PFC";"PROTHESE FIXE CERAMIQUE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;9;NA;NA;1477;"RPN";"REPARATION SUR PROTHESE";99;99;1;0;1;NA;1;"T";"20";1;42;NA
"IR_NAT_V";0;0;NA;NA;1511;"A";"FORFAIT D  ACCOUCHEMENT SIMPLE DES SAGES-FEMMES (FORFAIT N91)";1;1;1;0;0;NA;1;"Z";"";0;1;NA
"IR_NAT_V";0;0;NA;NA;1512;"AM";"FORFAIT D  ACCOUCHEMENT MULTIPLE DES SAGES-FEMMES (FORFAIT N92)";1;1;1;0;0;NA;1;"Z";"";0;1;NA
"IR_NAT_V";0;0;7;NA;1521;"MG";"MAJORATION POUR GARDE";1;1;1;1;0;NA;1;"Z";"20";0;1;NA
"IR_NAT_V";0;0;7;NA;1522;"MA";"MAJORATION ASTREINTE";1;1;1;1;0;NA;1;"Z";"20";0;1;NA
"IR_NAT_V";0;9;NA;NA;1523;"PRC";"Permanence Rémunération demi-journée Chirurgien-dentiste";99;99;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1601;"CPU";"CONTRAT PRATIQUE VERSEMENT UNIQUEMENT";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1602;"CBP";"FORFAIT CONTRAT DE BONNES PRATIQUES";NA;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1603;"CP1";"FORFAIT CONTRAT DE BONNES PRATIQUES CP1";7;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1604;"CP2";"FORFAIT CONTRAT DE BONNES PRATIQUES CP2";7;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1605;"CP3";"FORFAIT CONTRAT DE BONNES PRATIQUES CP3";7;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1606;"CPL";"FORFAIT CONTRAT DE BONNES PRATIQUES";4;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1607;"CSI";"FORFAIT CONTRAT DE SANTE PUBLIQUE INFIRMIER";3;1;1;0;0;NA;1;"Z";"20";0;46;NA
"IR_NAT_V";0;0;NA;NA;1608;"CSL";"FORFAIT CONTRAT DE SANTE PUBLIQUE BIOLOGISTES";4;1;1;0;0;NA;1;"Z";"20";0;46;NA
"IR_NAT_V";0;0;NA;NA;1609;"CBR";"CONTRAT DE BONNES PRATIQUES ZONE RURAL";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;9;NA;NA;1610;"CAD";"RÉMUNÉRATION CONTRAT D'ACCÈS AUX SOINS DENTAIRES";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1611;"CBM";"CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1612;"CBU";"CONTRAT DE BONNES PRATIQUES ZONE URBAINE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1613;"ZFU";"CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1614;"CP6";"CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006";1;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1615;"CP7";"CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007";1;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1616;"CP8";"CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008";1;1;1;0;0;NA;1;"Z";"20";0;50;NA
"IR_NAT_V";0;0;NA;NA;1617;"RCC";"REDEVANCE CHEF DE CLINIQUE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1618;"CRC";"COMPLEMENT DE REMUNERATION CHEF DE CLINIQUE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1619;"CSS";"CONTRAT SANTE SOLIDARITE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;9;NA;NA;1621;"CAT";"CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORTS";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1622;"CAP";"CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1623;"RCT";"REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1624;"RCL";"REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1625;"PCT";"PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1626;"PCL";"PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP";99;99;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;9;NA;NA;1627;"CIC";"CONTRAT INCITATIF CHIRURGIEN-DENTISTE";99;99;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;9;NA;NA;1628;"ODG";"DEMO. AIDE FORFAITAIRE GROUPE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1629;"ODP";"DEMO. AIDE FORFAITAIRE POLE SANTE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1630;"DAG";"DEMO. ACTIVITE GROUPE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1631;"DOP";"DEMO. ACTIVITE POLE SANTE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1632;"STA";"SST AIDE ACTIVITE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1633;"STD";"SST FRAIS DEPLACEMENT";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1634;"CDG";"CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1635;"CDP";"CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1636;"CAG";"CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1637;"CAS";"CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1638;"CTA";"CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1639;"CTD";"CONTESTATION POUR FRAIS DE DEPLACEMENT POUR LES ADHERENTS A L'OPTION SST";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1640;"CIM";"FORFAIT AIDE A L'INSTALLATION DU MEDECIN - CAIM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1641;"MAI";"MAJORATION AIDE À L'INSTALLATION DU MEDECIN - CAIM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1642;"EHP";"MAJORATION POUR EXERCICE PARTIEL EN HÔPITAL DE PROXIMITÉ - CAIM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1643;"PAA";"PAIEMENT AIDE ACTIVITE - CSTM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1644;"MAM";"MAJO REMUNERATION ARS - CSTM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1645;"DEP";"PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1646;"AIF";"AIDE FORFAITAIRE - COSCOM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1647;"RMS";"REMUNERATION COMPLEMENTAIRE ACCUEIL DE STAGIAIRE - COSCOM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1648;"RHP";"REMUNERATION COMPLEMENTAIRE EXERCICE EN HOPITAL - COSCOM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1649;"MAO";"PAIEMENT MAJORATION DE LA REMUNERATION ARS - COSCOM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1650;"CAA";"AIDE A L'ACTIVITE   COTRAM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1651;"MRA";"PAIEMENT MAJORATION REMUNERATION ARS   COTRAM";99;99;1;0;0;NA;1;"Z";"21";0;47;NA
"IR_NAT_V";0;9;NA;NA;1652;"RFC";"PTMR  -  REMPLACEMENT";99;99;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;9;NA;NA;1653;"RCR";"PTMR  - MALADIE, MATERNITE, PATERNITE";99;99;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1701;"CMD";"CDS  MEDICAL OPTANT FORF DEBUT";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1702;"CMF";"CDS MEDICAL OPTANT FORF FIN";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1703;"CMT";"CDS MEDICAL OPTANT FORFTACITE";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1704;"CDI";"CDS DENTAIRE OPTANT FORF INITIAL";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1705;"CDS";"CDS DENTAIRE OPTANT FORF SUIVI";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1706;"CDF";"CDS DENTAIRE OPTANT FORF FINAL";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1707;"CID";"CDS INFIRMIER OPTANT FORF DEBUT";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1708;"CIF";"CDS INFIRMIER OPTANT FORF FIN";1;1;1;0;0;NA;0;"Z";"20";0;0;NA
"IR_NAT_V";0;0;NA;NA;1711;"MRD";"FORFAIT MEDECIN REFERENT DEBUT DE CONTRAT";1;1;1;0;0;NA;1;"Z";"20";0;46;NA
"IR_NAT_V";0;0;NA;NA;1712;"MRF";"FORFAIT MEDECIN REFERENT FIN DE CONTRAT";1;1;1;0;0;NA;1;"Z";"20";0;46;NA
"IR_NAT_V";0;0;NA;NA;1713;"MRI";"FORFAIT MEDECIN REFERENT INFORMATISE";1;1;1;0;0;NA;1;"Z";"";0;46;NA
"IR_NAT_V";0;0;NA;NA;1715;"FMC";"FORFAIT MENSUEL COORDONNATEUR";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1716;"FMP";"FORFAIT MENSUEL PARTICIPATION";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;0;NA;NA;1717;"FMS";"FORFAIT MENSUEL SOINS";1;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;0;NA;NA;1718;"FAZ";"FORFAIT D'ADHESION ZONE DEFICITAIRE";1;1;1;0;0;NA;1;"Z";"20";0;47;NA
"IR_NAT_V";0;2;NA;NA;1721;"F01";"FORFAIT PROFESSIONNEL (F01) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1722;"F02";"FORFAIT PROFESSIONNEL (F02) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1723;"F03";"FORFAIT PROFESSIONNEL (F03) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
"IR_NAT_V";0;2;NA;NA;1724;"F04";"FORFAIT PROFESSIONNEL (F04) FILIERES ET RESEAUX";NA;1;1;0;0;NA;1;"C";"20";0;46;NA
