"nom_table";"TEC_COL";"CPT_COP_NUM";"RGM_GRG_COD";"RGM_COD";"RGM_LIB";"RGM_COM";"TOP_CPI"
"IR_RGM_V";0;NA;4;582;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 582";"regime special de securite sociale de la s.n.c.f . 582";0
"IR_RGM_V";0;NA;4;583;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 583";"regime special de securite sociale de la s.n.c.f . 583";0
"IR_RGM_V";0;NA;4;584;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 584";"regime special de securite sociale de la s.n.c.f . 584";0
"IR_RGM_V";0;NA;4;585;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 585";"regime special de securite sociale de la s.n.c.f . 585";0
"IR_RGM_V";0;NA;4;586;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 586";"regime special de securite sociale de la s.n.c.f . 586";0
"IR_RGM_V";0;NA;4;587;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 587";"regime special de securite sociale de la s.n.c.f . 587";0
"IR_RGM_V";0;NA;4;588;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 588";"regime special de securite sociale de la s.n.c.f . 588";0
"IR_RGM_V";0;NA;4;589;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 589";"regime special de securite sociale de la s.n.c.f . 589";0
"IR_RGM_V";0;NA;4;590;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 590";"regime special de securite sociale de la s.n.c.f . 590";0
"IR_RGM_V";0;NA;4;591;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 591";"regime special de securite sociale de la s.n.c.f . 591";0
"IR_RGM_V";0;NA;4;592;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 592";"regime special de securite sociale de la s.n.c.f . 592";0
"IR_RGM_V";0;NA;4;593;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 593";"regime special de securite sociale de la s.n.c.f . 593";0
"IR_RGM_V";0;NA;4;594;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 594";"regime special de securite sociale de la s.n.c.f . 594";0
"IR_RGM_V";0;NA;4;595;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 595";"regime special de securite sociale de la s.n.c.f . 595";0
"IR_RGM_V";0;NA;4;596;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 596";"regime special de securite sociale de la s.n.c.f . 596";0
"IR_RGM_V";0;NA;4;597;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 597";"regime special de securite sociale de la s.n.c.f . 597";0
"IR_RGM_V";0;NA;4;598;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 598";"regime special de securite sociale de la s.n.c.f . 598";0
"IR_RGM_V";0;NA;4;599;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 599";"regime special de securite sociale de la s.n.c.f . 599";0
"IR_RGM_V";0;NA;4;600;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 600";"regime special de securite sociale de la s.n.c.f . 600";0
"IR_RGM_V";0;NA;4;601;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 601";"regime special de securite sociale de la s.n.c.f . 601";0
"IR_RGM_V";0;NA;4;602;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 602";"regime special de securite sociale de la s.n.c.f . 602";0
"IR_RGM_V";0;NA;4;603;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 603";"regime special de securite sociale de la s.n.c.f . 603";0
"IR_RGM_V";0;NA;4;604;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 604";"regime special de securite sociale de la s.n.c.f . 604";0
"IR_RGM_V";0;NA;4;605;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 605";"regime special de securite sociale de la s.n.c.f . 605";0
"IR_RGM_V";0;NA;4;606;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 606";"regime special de securite sociale de la s.n.c.f . 606";0
"IR_RGM_V";0;NA;4;607;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 607";"regime special de securite sociale de la s.n.c.f . 607";0
"IR_RGM_V";0;NA;4;608;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 608";"regime special de securite sociale de la s.n.c.f . 608";0
"IR_RGM_V";0;NA;4;609;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 609";"regime special de securite sociale de la s.n.c.f . 609";0
"IR_RGM_V";0;NA;4;610;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 610";"regime special de securite sociale de la s.n.c.f . 610";0
"IR_RGM_V";0;NA;4;611;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 611";"regime special de securite sociale de la s.n.c.f . 611";0
"IR_RGM_V";0;NA;4;612;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 612";"regime special de securite sociale de la s.n.c.f . 612";0
"IR_RGM_V";0;NA;4;613;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 613";"regime special de securite sociale de la s.n.c.f . 613";0
"IR_RGM_V";0;NA;4;614;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 614";"regime special de securite sociale de la s.n.c.f . 614";0
"IR_RGM_V";0;NA;4;615;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 615";"regime special de securite sociale de la s.n.c.f . 615";0
"IR_RGM_V";0;NA;4;616;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 616";"regime special de securite sociale de la s.n.c.f . 616";0
"IR_RGM_V";0;NA;4;617;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 617";"regime special de securite sociale de la s.n.c.f . 617";0
"IR_RGM_V";0;NA;4;618;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 618";"regime special de securite sociale de la s.n.c.f . 618";0
"IR_RGM_V";0;NA;4;619;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 619";"regime special de securite sociale de la s.n.c.f . 619";0
"IR_RGM_V";0;NA;4;620;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 620";"regime special de securite sociale de la s.n.c.f . 620";0
"IR_RGM_V";0;NA;4;621;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 621";"regime special de securite sociale de la s.n.c.f . 621";0
"IR_RGM_V";0;NA;4;622;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 622";"regime special de securite sociale de la s.n.c.f . 622";0
"IR_RGM_V";0;NA;4;623;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 623";"regime special de securite sociale de la s.n.c.f . 623";0
"IR_RGM_V";0;NA;4;624;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 624";"regime special de securite sociale de la s.n.c.f . 624";0
"IR_RGM_V";0;NA;4;625;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 625";"regime special de securite sociale de la s.n.c.f . 625";0
"IR_RGM_V";0;NA;4;626;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 626";"regime special de securite sociale de la s.n.c.f . 626";0
"IR_RGM_V";0;NA;4;627;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 627";"regime special de securite sociale de la s.n.c.f . 627";0
"IR_RGM_V";0;NA;4;628;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 628";"regime special de securite sociale de la s.n.c.f . 628";0
"IR_RGM_V";0;NA;4;629;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 629";"regime special de securite sociale de la s.n.c.f . 629";0
"IR_RGM_V";0;NA;4;630;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 630";"regime special de securite sociale de la s.n.c.f . 630";0
"IR_RGM_V";0;NA;4;631;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 631";"regime special de securite sociale de la s.n.c.f . 631";0
"IR_RGM_V";0;NA;4;632;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 632";"regime special de securite sociale de la s.n.c.f . 632";0
"IR_RGM_V";0;NA;4;633;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 633";"regime special de securite sociale de la s.n.c.f . 633";0
"IR_RGM_V";0;NA;4;634;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 634";"regime special de securite sociale de la s.n.c.f . 634";0
"IR_RGM_V";0;NA;4;635;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 635";"regime special de securite sociale de la s.n.c.f . 635";0
"IR_RGM_V";0;NA;4;636;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 636";"regime special de securite sociale de la s.n.c.f . 636";0
"IR_RGM_V";0;NA;4;637;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 637";"regime special de securite sociale de la s.n.c.f . 637";0
"IR_RGM_V";0;NA;4;638;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 638";"regime special de securite sociale de la s.n.c.f . 638";0
"IR_RGM_V";0;NA;4;639;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 639";"regime special de securite sociale de la s.n.c.f . 639";0
"IR_RGM_V";0;NA;4;640;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 640";"regime special de securite sociale de la s.n.c.f . 640";0
"IR_RGM_V";0;NA;4;641;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 641";"regime special de securite sociale de la s.n.c.f . 641";0
"IR_RGM_V";0;NA;4;642;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 642";"regime special de securite sociale de la s.n.c.f . 642";0
"IR_RGM_V";0;NA;4;643;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 643";"regime special de securite sociale de la s.n.c.f . 643";0
"IR_RGM_V";0;NA;4;644;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 644";"regime special de securite sociale de la s.n.c.f . 644";0
"IR_RGM_V";0;NA;4;645;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 645";"regime special de securite sociale de la s.n.c.f . 645";0
"IR_RGM_V";0;NA;4;646;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 646";"regime special de securite sociale de la s.n.c.f . 646";0
"IR_RGM_V";0;NA;4;647;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 647";"regime special de securite sociale de la s.n.c.f . 647";0
"IR_RGM_V";0;NA;4;648;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 648";"regime special de securite sociale de la s.n.c.f . 648";0
"IR_RGM_V";0;NA;4;649;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 649";"regime special de securite sociale de la s.n.c.f . 649";0
"IR_RGM_V";0;NA;4;650;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 650";"regime special de securite sociale de la s.n.c.f . 650";0
"IR_RGM_V";0;NA;4;651;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 651";"regime special de securite sociale de la s.n.c.f . 651";0
"IR_RGM_V";0;NA;4;652;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 652";"regime special de securite sociale de la s.n.c.f . 652";0
"IR_RGM_V";0;NA;4;653;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 653";"regime special de securite sociale de la s.n.c.f . 653";0
"IR_RGM_V";0;NA;4;654;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 654";"regime special de securite sociale de la s.n.c.f . 654";0
"IR_RGM_V";0;NA;4;655;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 655";"regime special de securite sociale de la s.n.c.f . 655";0
"IR_RGM_V";0;NA;4;656;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 656";"regime special de securite sociale de la s.n.c.f . 656";0
"IR_RGM_V";0;NA;4;657;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 657";"regime special de securite sociale de la s.n.c.f . 657";0
"IR_RGM_V";0;NA;4;658;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 658";"regime special de securite sociale de la s.n.c.f . 658";0
"IR_RGM_V";0;NA;4;659;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 659";"regime special de securite sociale de la s.n.c.f . 659";0
"IR_RGM_V";0;NA;4;660;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 660";"regime special de securite sociale de la s.n.c.f . 660";0
"IR_RGM_V";0;NA;4;661;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 661";"regime special de securite sociale de la s.n.c.f . 661";0
"IR_RGM_V";0;NA;4;662;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 662";"regime special de securite sociale de la s.n.c.f . 662";0
"IR_RGM_V";0;NA;4;663;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 663";"regime special de securite sociale de la s.n.c.f . 663";0
"IR_RGM_V";0;NA;4;664;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 664";"regime special de securite sociale de la s.n.c.f . 664";0
"IR_RGM_V";0;NA;4;665;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 665";"regime special de securite sociale de la s.n.c.f . 665";0
"IR_RGM_V";0;NA;4;666;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 666";"regime special de securite sociale de la s.n.c.f . 666";0
"IR_RGM_V";0;NA;4;667;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 667";"regime special de securite sociale de la s.n.c.f . 667";0
"IR_RGM_V";0;NA;4;668;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 668";"regime special de securite sociale de la s.n.c.f . 668";0
"IR_RGM_V";0;NA;4;669;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 669";"regime special de securite sociale de la s.n.c.f . 669";0
"IR_RGM_V";0;NA;4;670;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 670";"regime special de securite sociale de la s.n.c.f . 670";0
"IR_RGM_V";0;NA;4;671;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 671";"regime special de securite sociale de la s.n.c.f . 671";0
"IR_RGM_V";0;NA;4;672;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 672";"regime special de securite sociale de la s.n.c.f . 672";0
"IR_RGM_V";0;NA;4;673;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 673";"regime special de securite sociale de la s.n.c.f . 673";0
"IR_RGM_V";0;NA;4;674;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 674";"regime special de securite sociale de la s.n.c.f . 674";0
"IR_RGM_V";0;NA;4;675;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 675";"regime special de securite sociale de la s.n.c.f . 675";0
"IR_RGM_V";0;NA;4;676;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 676";"regime special de securite sociale de la s.n.c.f . 676";0
"IR_RGM_V";0;NA;4;677;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 677";"regime special de securite sociale de la s.n.c.f . 677";0
"IR_RGM_V";0;NA;4;678;"REGIME SPECIAL DE SECURITE SOCIALE DE LA S.N.C.F . 678";"regime special de securite sociale de la s.n.c.f . 678";0
"IR_RGM_V";0;NA;1;1;"SALARIES EXCLUSIVEMENT POUR RISQUE PROFESSIONNEL";"Salaries exclusivement pour la totalite du risque professionnel (RG : circulaire O.M. n° 85/75 du 24.09.75) + Rentes survivants CANSSM + PN AT conjoints collaborateurs ENIM";1
"IR_RGM_V";0;NA;1;2;"RENTIERS TITULAIRES D'UNE RENTE AT-MP GERES PAR UNE SLM";"Salaries geres par une SLM pouvant pretendre a l'incapacite permanente au titre du Regime General (entreprise autorisee a gerer partiellement le risque A.T.). .(ex imprimerie nationale,)";0
"IR_RGM_V";0;NA;1;3;"PERSONNES CONDAMNEES A UN TIG";"Personne condamnee a un travail d'interet general.";1
"IR_RGM_V";0;NA;1;4;"DES ETABLISSEMENTS TECHNIQUES";"Eleve des etablissements d'enseignement technique publics ou prives.";0
"IR_RGM_V";0;NA;1;5;"ASSURES VOLONTAIRES INDIVIDUELS POUR RISQUE AT";"Assure volontaire pour le risque A.T.";0
"IR_RGM_V";0;NA;1;6;"ELEVES ENSEIGNEMENT SECONDAIRE OU SPECIAL";"Eleve des etablissements d'enseignement secondaire ou specialises, publics ou prives.";0
"IR_RGM_V";0;NA;1;7;"PUPILLES DE L'EDUCATION SURVEILLEE";"Pupille de l'Education surveillee.";1
"IR_RGM_V";0;NA;1;8;"MEMBRES BENEVOLES DES ORGANISMES SOCIAUX";"Membre benevole d'organismes sociaux (art. L. 416-6? et 7?)";1
"IR_RGM_V";0;NA;1;9;"AYANT DROIT RMI POUR RISQUE AT";"Ayant droit de l'allocataire du Revenu Minimal d'Insertion, signataire d'un contrat d'insertion (loi n? 88.1088 du 01.12.88).";0
"IR_RGM_V";0;NA;1;10;"EXPLOITANT AGRICOLES EN ACTIVITE DOM";"exploitant agricoles en activite dom";0
"IR_RGM_V";0;NA;1;11;"EXPLOITANTS AGRICOLES EN ACIVITE RIQUE AT (DOM)";"exploitant";1
"IR_RGM_V";0;NA;1;15;"CORPS DE RESERVE SANITAIRE (ATMP EXCLUSIVEMENT)";"Corps de réserve sanitaire (ATMP exclusivement). Loi n° 2007-294";1
"IR_RGM_V";0;NA;1;16;"TUTEURS ACCOMPAGNANT UN REPRENEUR D'ENTREPRISE";"Régime des tuteurs accompagnant un repreneur d'entreprise";0
"IR_RGM_V";0;NA;1;20;"EXPLOITANT AGRICOLES RETRAITE DOM";"exploitant agricoles retraite dom";0
"IR_RGM_V";0;NA;1;30;"EXPLOITANT AGRICOLES INVALIDES DOM";"exploitant agricoles invalides dom";0
"IR_RGM_V";0;NA;1;40;"PROTECTION FAMILIALE DES DETENUS EXPLOITANTS AGRICOLES";"protection familiale des detenus exploitants agricoles";0
"IR_RGM_V";0;NA;1;44;"ASSURES VOLONTAIRES BENEVOLES (ART L743-2 DU CODE DE LA SS ARRETE DU 12/01/95)";"assures volontaires benevoles (art l743-2 du code de la SS arrete du 12/01/95)";0
"IR_RGM_V";0;NA;1;45;"RESIDENT NON COTISANT CSS MAYOTTE";"Résident non cotisant CSS Mayotte";0
"IR_RGM_V";0;NA;1;46;"TRAVAILLEURS NON SALARIES ET PROFESSION LIBERALE CSSM";"Travailleurs non salariés et profession libérale CSSM";0
"IR_RGM_V";0;NA;1;47;"RESIDENT NON COTISANT CSS MAYOTTE AVEC SEJOUR LIMITE";"Résident non cotisant CSS Mayotte avec séjour limité";0
"IR_RGM_V";0;NA;1;50;"RAPATRIES";"rapatries";0
"IR_RGM_V";0;NA;1;60;"RAPATRIES INAPTES";"rapatries inaptes";1
"IR_RGM_V";0;NA;1;70;"ALLOCATAIRES DES TRAVAILLEURS DE L?AMIANTE";"Allocataires des travailleurs de l?amiante (decret n?99-247 du 29/03/99 ) PN en Maladie et Maternite";0
"IR_RGM_V";0;NA;1;90;"ASSURE EN RECHERCHE D""""EMPLOI";"ASSURE EN RECHERCHE D""""EMPLOI";0
"IR_RGM_V";0;NA;1;91;"BENEFICIAIRE PROGRAMME TRACE/BENEFICIAIRES DES CIVIS  (MALADIE MATERNITE)";"Beneficiaires du programme TRACE Application de la loi d'orientation n?98-657 du 29/07/98 relative a la lutte contre les exclusions";0
"IR_RGM_V";0;NA;1;92;"VOLONTAIRES CIVILS ET ASSOCIATIFS";"volontaires civils beneficiant des PN et des rentes AT";0
"IR_RGM_V";0;NA;1;94;"DEMANDEURS EMPLOI, ACTIONS ANPE PROGRAMME TRACE/BENEFICIAIRES DES CIVIS EN AT";"Demandeur d'emploi participant a des actions dispensees ou prescrites par l'ANPE  et  aux Beneficiaires du programme TRACE/Bénéficiairesdes CIVIS pour le risque AT(PN, PE et Rentes) (regime secondaire des regimes 091 et 101) Art.412-8 11eme du code de la S.S. (loi 91-1 du 03.";1
"IR_RGM_V";0;NA;1;95;"AIDE MEDICALE GRATUITE 100% ETAT";"aide medicale gratuite 100% etat";0
"IR_RGM_V";0;NA;1;96;"AIDE MEDICALE HOSPITALIERE GRATUITE 100% ETAT";"aide medicale hospitaliere gratuite 100% etat";0
"IR_RGM_V";0;NA;1;97;"ASSURE EN MAINTIEN DE DROIT SUITE FIN DE DROIT D'UN REGIME SEMI-PERMANENT, DROIT AU PN SEUL";"Assuré en maintien de droit suite fin de droit d'un régime semi-permanent, droit au PN seul";0
"IR_RGM_V";0;NA;1;100;"AGENTS NON TITULAIRE DE L'ETAT";"salaries du regime general non agricole (y compris les sapeurs pompiers non professionnels non invalides)";1
"IR_RGM_V";0;NA;1;101;"SALARIES DU REGIME GENERAL NON AGRICOLE";"Salarie du Regime General non agricole (y compris les sapeurs pompiers non professionnels non invalides)";1
"IR_RGM_V";0;NA;1;102;"SALARIES REGIME GENERAL AT. GERE PAR ENTREPRISE";"Salarie du Regime General dont l'incapacite temporaire est geree par l'entreprise (ex. : AIR FRANCE, W.L. etc.).";1
"IR_RGM_V";0;NA;1;103;"DROITS PERMANENTS DES PERSONNES SEULES. A partir du 01/01/2019 CONJOINT COLLABORATEUR DE TI/PROFESSION LIBERALE";"Travailleur independant";1
"IR_RGM_V";0;NA;1;104;"SALARIES GERES PAR UNE SLM";"Salarie gere par une SLM beneficiant de prestations en especes Maladie, Maternite et des prestations en nature et especes en A.T. .(ex imprimerie nationale, ex compagnie des eaux)";1
"IR_RGM_V";0;NA;1;105;"IDEM 005 POUR ASSURES CREATEURS D'ENTREPRISE. A partir du 01/01/2019 TRAVAILLEUR INDEPENDANT-ARTISAN/COMMERCANT";"Travailleur independant";1
"IR_RGM_V";0;NA;1;106;"ASSURE, A D'AUTRE REGIME GENERAL SUITE A DECES, DIVORCE. A partir du 01/01/2019 TRAVAILLEUR INDEPENDANT-PROFESSION LIBERALE";"Travailleur independant";1
"IR_RGM_V";0;NA;1;107;"ASSURE, A D'AUTRE REGIME SUITE A DECES, DIVORCE. A partir du 01/01/2019 CONJOINT COLLABORATEUR DE TI ARTISAN/COMMERCANT";"Travailleur independant";1
"IR_RGM_V";0;NA;1;108;"MILITAIRE D'ACTIVITE";"Militaire d'activité";0
